A	89.094
C	121.154
D	133.10399999999998
E	147.131
F	165.192
G	75.067
H	155.156
I	131.175
K	146.189
L	131.175
M	149.208
N	132.119
P	115.132
Q	146.14600000000002
R	174.203
S	105.09299999999999
T	119.119
V	117.148
W	204.22799999999998
Y	181.19099999999997
U	168.06400000000002
O	255.313
