antibody_id,tissue_name,cellular_component,level_a,level_b,level_c
19338,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19338,A-431,Vesicles,vesicles,vesicles,secretory
19338,U-2 OS,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
19338,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19338,U-2 OS,Vesicles,vesicles,vesicles,secretory
19338,U-251 MG,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
19338,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19338,U-251 MG,Vesicles,vesicles,vesicles,secretory
19339,A-431,Cytosol,cytosol,cytosol,cytoplasm
19339,A-431,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
19339,A-431,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19339,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19339,U-2 OS,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
19339,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19339,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19339,U-251 MG,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
19339,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19346,A-431,Cytosol,cytosol,cytosol,cytoplasm
19346,A-431,Nucleoli,nucleoli,nucleoli,nucleoli
19346,A-431,Nucleus,nucleus,nucleoplasm,nucleus
19346,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19346,U-2 OS,Nucleoli,nucleoli,nucleoli,nucleoli
19346,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
19346,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19346,U-251 MG,Nucleoli,nucleoli,nucleoli,nucleoli
19346,U-251 MG,Nucleus,nucleus,nucleoplasm,nucleus
19347,A-431,Cytosol,cytosol,cytosol,cytoplasm
19347,A-431,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
19347,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19347,U-2 OS,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
19347,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19347,U-251 MG,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
19351,A-431,Cytosol,cytosol,cytosol,cytoplasm
19351,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19351,A-431,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19351,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19351,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
19351,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19351,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19355,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19355,SiHa,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19355,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19356,A-431,Cytosol,cytosol,cytosol,cytoplasm
19356,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19356,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19356,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19357,CACO-2,Cytosol,cytosol,cytosol,cytoplasm
19357,CACO-2,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
19357,U-2 OS,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
19357,U-251 MG,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
19358,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19358,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19358,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19358,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19359,A-431,Vesicles,vesicles,vesicles,secretory
19359,U-2 OS,Vesicles,vesicles,vesicles,secretory
19359,U-251 MG,Microtubule_organizing_center,microtubule_organizing_center,microtubule_organizing_center,filaments
19359,U-251 MG,Vesicles,vesicles,vesicles,secretory
19360,A-431,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
19360,U-2 OS,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
19360,U-251 MG,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
19361,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19361,A-431,Vesicles,vesicles,vesicles,secretory
19361,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19361,U-2 OS,Vesicles,vesicles,vesicles,secretory
19361,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19361,U-251 MG,Vesicles,vesicles,vesicles,secretory
19365,A-431,Vesicles,vesicles,vesicles,secretory
19365,U-2 OS,Vesicles,vesicles,vesicles,secretory
19365,U-251 MG,Vesicles,vesicles,vesicles,secretory
19366,A-431,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
19366,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19366,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19366,U-251 MG,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
19369,A-431,Cytosol,cytosol,cytosol,cytoplasm
19369,A-431,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
19369,A-431,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19369,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19369,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19369,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19369,U-251 MG,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
19369,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19371,A-431,Cytosol,cytosol,cytosol,cytoplasm
19371,A-431,Mitochondria,mitochondria,mitochondria,cytoplasm
19371,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19371,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
19441,A-431,Cytosol,cytosol,cytosol,cytoplasm
19441,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19441,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19441,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19441,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19441,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19460,A-431,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
19460,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19460,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19460,U-2 OS,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
19460,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19460,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19460,U-251 MG,Nucleus,nucleus,nucleoplasm,nucleus
19461,A-431,Cytosol,cytosol,cytosol,cytoplasm
19461,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19461,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19467,U-2 OS,Microtubules,microtubules,microtubules,filaments
19467,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
19467,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19467,U-251 MG,Mitochondria,mitochondria,mitochondria,cytoplasm
19473,A-431,Cytosol,cytosol,cytosol,cytoplasm
19473,A-431,Vesicles,vesicles,vesicles,secretory
19473,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19473,U-2 OS,Vesicles,vesicles,vesicles,secretory
19473,U-251 MG,Vesicles,vesicles,vesicles,secretory
19475,A-431,Vesicles,vesicles,vesicles,secretory
19475,U-2 OS,Vesicles,vesicles,vesicles,secretory
19475,U-251 MG,Vesicles,vesicles,vesicles,secretory
19477,A-431,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
19477,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19477,U-2 OS,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
19477,U-251 MG,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
19481,A-431,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
19481,U-2 OS,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
19481,U-251 MG,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
19484,A-431,Cytosol,cytosol,cytosol,cytoplasm
19484,A-431,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19484,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19484,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19484,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19484,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19484,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19486,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19486,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19486,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19493,A-431,Cytosol,cytosol,cytosol,cytoplasm
19493,A-431,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19493,U-2 OS,Actin_filaments,actin_filaments,actin_filaments,filaments
19493,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19493,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19493,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19493,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19502,Hep G2,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
19502,RT4,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
19513,A-431,Cytosol,cytosol,cytosol,cytoplasm
19513,A-431,Vesicles,vesicles,vesicles,secretory
19513,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19513,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19513,U-2 OS,Vesicles,vesicles,vesicles,secretory
19513,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19513,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19513,U-251 MG,Vesicles,vesicles,vesicles,secretory
19514,A-431,Mitochondria,mitochondria,mitochondria,cytoplasm
19514,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
19514,U-251 MG,Mitochondria,mitochondria,mitochondria,cytoplasm
19515,A-431,Cytosol,cytosol,cytosol,cytoplasm
19515,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19515,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19515,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19515,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19523,A-431,Cytosol,cytosol,cytosol,cytoplasm
19523,A-431,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19523,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19523,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19523,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19523,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19530,A-431,Cytosol,cytosol,cytosol,cytoplasm
19530,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19530,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19535,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19535,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19535,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19536,HEK 293,Cytosol,cytosol,cytosol,cytoplasm
19536,MCF7,Vesicles,vesicles,vesicles,secretory
19536,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19539,A-431,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
19539,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19539,U-2 OS,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
19539,U-251 MG,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
19543,A-431,Mitochondria,mitochondria,mitochondria,cytoplasm
19543,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
19543,U-251 MG,Mitochondria,mitochondria,mitochondria,cytoplasm
19544,A-431,Centrosome,centrosome,microtubule_organizing_center,filaments
19544,U-2 OS,Centrosome,centrosome,microtubule_organizing_center,filaments
19544,U-251 MG,Centrosome,centrosome,microtubule_organizing_center,filaments
19545,A-431,Mitochondria,mitochondria,mitochondria,cytoplasm
19545,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
19545,U-251 MG,Mitochondria,mitochondria,mitochondria,cytoplasm
19550,A-431,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
19550,A-431,Nucleus,nucleus,nucleoplasm,nucleus
19550,HEK 293,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
19550,HEK 293,Nucleus,nucleus,nucleoplasm,nucleus
19556,Hep G2,Vesicles,vesicles,vesicles,secretory
19556,U-2 OS,Vesicles,vesicles,vesicles,secretory
19556,U-251 MG,Vesicles,vesicles,vesicles,secretory
19560,A-431,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
19560,U-251 MG,Intermediate_filaments,intermediate_filaments,intermediate_filaments,filaments
19560,U-251 MG,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
19576,HEK 293,Cytosol,cytosol,cytosol,cytoplasm
19576,HEK 293,Microtubule_organizing_center,microtubule_organizing_center,microtubule_organizing_center,filaments
19576,HEK 293,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19576,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19576,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19576,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19576,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19585,A-431,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
19585,U-251 MG,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
19587,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19587,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19587,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19589,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19589,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19589,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19591,BJ,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
19591,BJ,Vesicles,vesicles,vesicles,secretory
19591,SH-SY5Y,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19591,SH-SY5Y,Vesicles,vesicles,vesicles,secretory
19592,A-431,Cytosol,cytosol,cytosol,cytoplasm
19592,A-431,Nucleoli,nucleoli,nucleoli,nucleoli
19592,A-431,Nucleus,nucleus,nucleoplasm,nucleus
19592,A-431,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19592,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19592,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
19592,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19592,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19592,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19601,A-431,Cytosol,cytosol,cytosol,cytoplasm
19601,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19601,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19601,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19601,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19601,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19625,A-431,Cytosol,cytosol,cytosol,cytoplasm
19625,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19625,U-251 MG,Centrosome,centrosome,microtubule_organizing_center,filaments
19625,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19637,A-431,Centrosome,centrosome,microtubule_organizing_center,filaments
19637,U-251 MG,Centrosome,centrosome,microtubule_organizing_center,filaments
19647,A-431,Cytosol,cytosol,cytosol,cytoplasm
19647,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19647,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19647,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19648,A-431,Cytosol,cytosol,cytosol,cytoplasm
19648,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19648,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19649,A-431,Cytosol,cytosol,cytosol,cytoplasm
19649,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19649,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19649,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19649,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19649,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19650,A549,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19650,A549,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19650,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19654,A-431,Vesicles,vesicles,vesicles,secretory
19654,U-2 OS,Vesicles,vesicles,vesicles,secretory
19654,U-251 MG,Vesicles,vesicles,vesicles,secretory
19657,A-431,Cytosol,cytosol,cytosol,cytoplasm
19661,A-431,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
19661,U-2 OS,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
19661,U-251 MG,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
19663,A-431,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
19663,U-2 OS,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
19663,U-251 MG,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
19664,A-431,Cytosol,cytosol,cytosol,cytoplasm
19664,A-431,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19664,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19664,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19665,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19674,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19674,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19674,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19674,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19678,A-431,Cytosol,cytosol,cytosol,cytoplasm
19678,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19678,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19678,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
19678,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19678,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19680,A-431,Cytosol,cytosol,cytosol,cytoplasm
19680,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19684,A-431,Vesicles,vesicles,vesicles,secretory
19684,U-2 OS,Vesicles,vesicles,vesicles,secretory
19684,U-251 MG,Vesicles,vesicles,vesicles,secretory
19687,U-2 OS,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
19687,U-251 MG,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
19692,A-431,Cytosol,cytosol,cytosol,cytoplasm
19692,A-431,Nucleoli,nucleoli,nucleoli,nucleoli
19692,A-431,Nucleus,nucleus,nucleoplasm,nucleus
19692,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19692,U-2 OS,Nucleoli,nucleoli,nucleoli,nucleoli
19692,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19692,U-251 MG,Nucleoli,nucleoli,nucleoli,nucleoli
19692,U-251 MG,Nucleus,nucleus,nucleoplasm,nucleus
19697,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19697,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19697,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19698,A-431,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
19698,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19698,U-2 OS,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
19698,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19698,U-251 MG,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
19703,A-431,Nucleoli,nucleoli,nucleoli,nucleoli
19703,A-431,Nucleus,nucleus,nucleoplasm,nucleus
19703,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19703,U-2 OS,Nucleoli,nucleoli,nucleoli,nucleoli
19703,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
19703,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19703,U-251 MG,Nucleoli,nucleoli,nucleoli,nucleoli
19703,U-251 MG,Nucleus,nucleus,nucleoplasm,nucleus
19704,U-2 OS,Vesicles,vesicles,vesicles,secretory
19708,A-431,Vesicles,vesicles,vesicles,secretory
19708,U-2 OS,Vesicles,vesicles,vesicles,secretory
19708,U-251 MG,Vesicles,vesicles,vesicles,secretory
19709,A549,Cytosol,cytosol,cytosol,cytoplasm
19709,PC-3,Cytosol,cytosol,cytosol,cytoplasm
19709,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19711,A-431,Cytosol,cytosol,cytosol,cytoplasm
19711,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19711,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19713,A-431,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19713,A-431,Vesicles,vesicles,vesicles,secretory
19713,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19713,U-2 OS,Vesicles,vesicles,vesicles,secretory
19713,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19713,U-251 MG,Vesicles,vesicles,vesicles,secretory
19714,A-431,Mitochondria,mitochondria,mitochondria,cytoplasm
19714,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
19716,A-431,Mitochondria,mitochondria,mitochondria,cytoplasm
19716,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
19716,U-251 MG,Mitochondria,mitochondria,mitochondria,cytoplasm
19725,A-431,Cytosol,cytosol,cytosol,cytoplasm
19725,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19725,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19728,U-2 OS,Aggresome,aggresome,cytoplasmic_bodies,cytoplasm
19728,U-2 OS,Intermediate_filaments,intermediate_filaments,intermediate_filaments,filaments
19728,U-251 MG,Aggresome,aggresome,cytoplasmic_bodies,cytoplasm
19728,U-251 MG,Intermediate_filaments,intermediate_filaments,intermediate_filaments,filaments
19730,A-431,Cytosol,cytosol,cytosol,cytoplasm
19730,A-431,Nucleus,nucleus,nucleoplasm,nucleus
19730,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
19730,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19730,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19734,A-431,Cytosol,cytosol,cytosol,cytoplasm
19734,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19734,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19735,A-431,Cytosol,cytosol,cytosol,cytoplasm
19735,A-431,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19735,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19735,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
19735,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19735,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19735,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19743,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19758,HaCaT,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
19762,HEK 293,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19762,HEK 293,Vesicles,vesicles,vesicles,secretory
19762,RT4,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19762,RT4,Vesicles,vesicles,vesicles,secretory
19762,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19762,U-2 OS,Vesicles,vesicles,vesicles,secretory
19763,A-431,Microtubules,microtubules,microtubules,filaments
19763,U-2 OS,Microtubules,microtubules,microtubules,filaments
19763,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19763,U-251 MG,Microtubules,microtubules,microtubules,filaments
19765,A-431,Cytosol,cytosol,cytosol,cytoplasm
19765,A-431,Nucleoli,nucleoli,nucleoli,nucleoli
19765,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19765,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19765,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19765,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19765,U-251 MG,Nucleoli,nucleoli,nucleoli,nucleoli
19765,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19769,A-431,Cytosol,cytosol,cytosol,cytoplasm
19769,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19769,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19773,A-431,Cytosol,cytosol,cytosol,cytoplasm
19773,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
19773,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19784,SiHa,Vesicles,vesicles,vesicles,secretory
19784,U-2 OS,Vesicles,vesicles,vesicles,secretory
19785,U-2 OS,Vesicles,vesicles,vesicles,secretory
19785,U-251 MG,Vesicles,vesicles,vesicles,secretory
19788,A-431,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
19788,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19788,A-431,Vesicles,vesicles,vesicles,secretory
19788,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19788,U-2 OS,Vesicles,vesicles,vesicles,secretory
19788,U-251 MG,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
19788,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19788,U-251 MG,Vesicles,vesicles,vesicles,secretory
19790,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19790,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
19790,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
19799,A-431,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
19799,U-2 OS,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
19799,U-251 MG,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
