antibody_id,ensg_id,level_c,prest_id
51759,ENSG00000101210,cytoplasm,3430005
51759,ENSG00000156508,cytoplasm,3430005
51855,ENSG00000213533,cytoplasm,3790814
51855,ENSG00000248592,cytoplasm,3790814
52487,ENSG00000196659,nucleus,3230148
52487,ENSG00000197557,nucleus,3230148
52535,ENSG00000124208,nucleus,3440132
52535,ENSG00000169139,nucleus,3440132
52535,ENSG00000244687,nucleus,3440132
53186,ENSG00000124208,nucleus,3440131
53186,ENSG00000169139,nucleus,3440131
53186,ENSG00000244687,nucleus,3440131
53611,ENSG00000169203,nucleus,3480068
53611,ENSG00000169246,nucleus,3480068
53611,ENSG00000183426,nucleus,3480068
53611,ENSG00000183793,nucleus,3480068
53611,ENSG00000183889,nucleus,3480068
53611,ENSG00000185864,nucleus,3480068
53611,ENSG00000196436,nucleus,3480068
53611,ENSG00000196993,nucleus,3480068
53611,ENSG00000198064,nucleus,3480068
53611,ENSG00000198156,nucleus,3480068
53611,ENSG00000214940,nucleus,3480068
53611,ENSG00000214967,nucleus,3480068
53611,ENSG00000224712,nucleus,3480068
53611,ENSG00000233024,nucleus,3480068
53611,ENSG00000233232,nucleus,3480068
53611,ENSG00000234719,nucleus,3480068
53611,ENSG00000243716,nucleus,3480068
53611,ENSG00000254206,nucleus,3480068
53611,ENSG00000254852,nucleus,3480068
53611,ENSG00000255524,nucleus,3480068
53808,ENSG00000116983,cytoplasm,3340005
53808,ENSG00000163032,cytoplasm,3340005
53817,ENSG00000174156,cytoplasm,3440002
53817,ENSG00000182793,cytoplasm,3440002
53817,ENSG00000243955,cytoplasm,3440002
53817,ENSG00000244067,cytoplasm,3440002
53862,ENSG00000101210,cytoplasm,3430002
53862,ENSG00000156508,cytoplasm,3430002
55323,ENSG00000185633,cytoplasm,3790469
55323,ENSG00000189043,cytoplasm,3790469
55334,ENSG00000123136,nucleus,3340341
55334,ENSG00000198563,nucleus,3340341
56679,ENSG00000174428,nucleus,3340222
56679,ENSG00000196275,nucleus,3340222
56680,ENSG00000174428,nucleus,3340220
56680,ENSG00000196275,nucleus,3340220
56980,ENSG00000128383,nucleus,3980009
56980,ENSG00000179750,nucleus,3980009
57707,ENSG00000147274,nucleus,3260086
57707,ENSG00000213516,nucleus,3260086
58202,ENSG00000145216,nucleus,3000283
58202,ENSG00000282278,nucleus,3000283
58961,ENSG00000187325,nucleus,3320075
58961,ENSG00000273841,nucleus,3320075
58979,ENSG00000139842,nucleus,4030157
58979,ENSG00000158290,nucleus,4030157
58997,ENSG00000133328,cytoplasm,4030111
58997,ENSG00000176485,cytoplasm,4030111
59206,ENSG00000101266,nucleus,4010006
59206,ENSG00000254598,nucleus,4010006
59864,ENSG00000180660,nucleus,3290179
59864,ENSG00000181541,nucleus,3290179
59901,ENSG00000003096,cytoplasm,3430111
59901,ENSG00000198642,cytoplasm,3430111
60483,ENSG00000171314,nucleus,3260226
60483,ENSG00000226784,nucleus,3260226
60667,ENSG00000131848,nucleus,3230216
60667,ENSG00000197213,nucleus,3230216
60667,ENSG00000204532,nucleus,3230216
60705,ENSG00000143954,cytoplasm,3320018
60705,ENSG00000172016,cytoplasm,3320018
61369,ENSG00000148672,cytoplasm,3290080
61369,ENSG00000182890,cytoplasm,3290080
62394,ENSG00000111775,cytoplasm,4060122
62394,ENSG00000111780,cytoplasm,4060122
62397,ENSG00000171466,nucleus,4080021
62397,ENSG00000171469,nucleus,4080021
62659,ENSG00000133983,cytoplasm,4110383
62659,ENSG00000258644,cytoplasm,4110383
62711,ENSG00000189339,nucleus,4090241
62711,ENSG00000215790,nucleus,4090241
64635,ENSG00000130950,nucleus,4260056
64635,ENSG00000184923,nucleus,4260056
64635,ENSG00000188152,nucleus,4260056
64635,ENSG00000188199,nucleus,4260056
64635,ENSG00000214562,nucleus,4260056
64635,ENSG00000228570,nucleus,4260056
64638,ENSG00000053371,cytoplasm,4280019
64638,ENSG00000162482,cytoplasm,4280019
64867,ENSG00000160072,cytoplasm,3450264
64867,ENSG00000197785,cytoplasm,3450264
65295,ENSG00000147121,nucleus,4280059
65295,ENSG00000251192,nucleus,4280059
65305,ENSG00000160072,cytoplasm,4250018
65305,ENSG00000197785,cytoplasm,4250018
65305,ENSG00000215915,cytoplasm,4250018
66668,ENSG00000157349,nucleus,4290513
66668,ENSG00000168872,nucleus,4290513
66668,ENSG00000260537,nucleus,4290513
66719,ENSG00000128383,nucleus,4290694
66719,ENSG00000179750,nucleus,4290694
67156,ENSG00000070756,cytoplasm,4290103
67156,ENSG00000151846,cytoplasm,4290103
67842,ENSG00000125835,nucleus,4320676
67842,ENSG00000128739,nucleus,4320676
68141,ENSG00000137878,nucleus,4090221
68141,ENSG00000255529,nucleus,4090221
68286,ENSG00000156976,cytoplasm,4290397
68286,ENSG00000161960,cytoplasm,4290397
68553,ENSG00000152443,nucleus,2840097
68553,ENSG00000269026,nucleus,2840097
71850,ENSG00000178917,cytoplasm,3340243
71850,ENSG00000196345,cytoplasm,3340243
71867,ENSG00000104880,cytoplasm,4110194
71867,ENSG00000268861,cytoplasm,4110194
72145,ENSG00000178935,nucleus,3230211
72145,ENSG00000196724,nucleus,3230211
72145,ENSG00000204514,nucleus,3230211
72145,ENSG00000269343,nucleus,3230211
72209,ENSG00000174886,cytoplasm,4030409
72209,ENSG00000267740,cytoplasm,4030409
72245,ENSG00000021461,cytoplasm,3290032
72245,ENSG00000106258,cytoplasm,3290032
72245,ENSG00000160868,cytoplasm,3290032
72245,ENSG00000160870,cytoplasm,3290032
72245,ENSG00000282301,cytoplasm,3290032
73152,ENSG00000196531,cytoplasm,4290794
73152,ENSG00000253506,cytoplasm,4290794
73626,ENSG00000008128,nucleus,3860118
73626,ENSG00000248333,nucleus,3860118
73648,ENSG00000196531,cytoplasm,3830489
73648,ENSG00000253506,cytoplasm,3830489
75271,ENSG00000172058,nucleus,4470226
75271,ENSG00000205572,nucleus,4470226
77164,ENSG00000204379,nucleus,3340251
77164,ENSG00000204382,nucleus,3340251
77864,ENSG00000237847,cytoplasm,3230171
77864,ENSG00000268674,cytoplasm,3230171
77864,ENSG00000268991,cytoplasm,3230171
77864,ENSG00000279132,cytoplasm,3230171
78331,ENSG00000214114,cytoplasm,4070067
78331,ENSG00000274944,cytoplasm,4070067
