antibody_id,ensg_id,level_c,prest_id
63648,ENSG00000110066,nucleus,3880221
63653,ENSG00000204231,nucleus,3790806
63658,ENSG00000135914,nucleus,4110454
63659,ENSG00000135903,nucleus,4110433
63669,ENSG00000128923,nucleus,4110344
63674,ENSG00000197860,nucleus,4050462
63681,ENSG00000105063,cytoplasm,4110154
63684,ENSG00000108064,cytoplasm,4110119
63685,ENSG00000157429,cytoplasm,3950111
63694,ENSG00000148297,nucleus,3940265
63710,ENSG00000166847,nucleus,4120052
63716,ENSG00000182512,cytoplasm,4050050
63727,ENSG00000163528,cytoplasm,3970246
63731,ENSG00000132466,nucleus,3500100
63735,ENSG00000165688,cytoplasm,4000017
63745,ENSG00000164466,cytoplasm,3440062
63761,ENSG00000135503,cytoplasm,4110446
63765,ENSG00000054118,nucleus,4160187
63802,ENSG00000110060,nucleus,3050121
63806,ENSG00000076108,nucleus,4160326
63843,ENSG00000069275,nucleus,3920063
63868,ENSG00000076944,cytoplasm,4160419
63869,ENSG00000070759,nucleus,4160398
63872,ENSG00000059378,nucleus,4160167
63893,ENSG00000055332,cytoplasm,4160154
63895,ENSG00000163132,nucleus,4120051
63917,ENSG00000100796,nucleus,4160919
63932,ENSG00000083099,cytoplasm,3790751
63943,ENSG00000180425,nucleus,4120403
63945,ENSG00000188283,nucleus,4120353
63955,ENSG00000082014,nucleus,4030079
63965,ENSG00000180806,nucleus,4120248
63987,ENSG00000051009,cytoplasm,3830011
63990,ENSG00000177169,cytoplasm,3770082
63999,ENSG00000198026,nucleus,4030527
64002,ENSG00000120256,cytoplasm,4030138
64013,ENSG00000162972,cytoplasm,4090133
64033,ENSG00000130726,nucleus,4180661
64056,ENSG00000161277,nucleus,3280103
64064,ENSG00000128714,nucleus,3450003
64084,ENSG00000125285,nucleus,3700290
64099,ENSG00000101337,cytoplasm,3300171
64114,ENSG00000134508,nucleus,4090060
64131,ENSG00000204682,nucleus,3420881
64157,ENSG00000175087,nucleus,4040419
64182,ENSG00000180182,nucleus,3790032
64184,ENSG00000196420,nucleus,3790623
64198,ENSG00000156510,cytoplasm,4190697
64202,ENSG00000158825,nucleus,4200028
64218,ENSG00000137731,cytoplasm,4200133
64230,ENSG00000156510,cytoplasm,4190699
64239,ENSG00000135334,nucleus,3730590
64259,ENSG00000004700,nucleus,2820001
64277,ENSG00000205138,cytoplasm,4150105
64304,ENSG00000136925,nucleus,2470318
64358,ENSG00000136247,nucleus,2850299
64370,ENSG00000145191,cytoplasm,2960387
64381,ENSG00000126767,nucleus,2810108
64396,ENSG00000214517,nucleus,3051179
64443,ENSG00000054277,nucleus,2090005
64537,ENSG00000163155,nucleus,3970148
64554,ENSG00000125618,nucleus,3890466
64564,ENSG00000163935,nucleus,2960577
64567,ENSG00000048649,nucleus,3050009
64572,ENSG00000196497,cytoplasm,3060140
64605,ENSG00000023228,cytoplasm,4160133
64616,ENSG00000102243,nucleus,4280034
64649,ENSG00000164961,nucleus,3830335
64660,ENSG00000143368,nucleus,3930214
64668,ENSG00000031698,cytoplasm,4160317
64673,ENSG00000129925,nucleus,3730558
64683,ENSG00000089225,nucleus,4160549
64684,ENSG00000085224,nucleus,4160590
64718,ENSG00000251692,cytoplasm,4030634
64728,ENSG00000168917,cytoplasm,3761116
64737,ENSG00000070669,cytoplasm,4160437
64789,ENSG00000100592,cytoplasm,4160764
64800,ENSG00000106346,nucleus,4170098
64809,ENSG00000167657,nucleus,4000101
64860,ENSG00000011454,cytoplasm,3720071
64866,ENSG00000165891,nucleus,4120074
64878,ENSG00000154262,nucleus,4200009
64887,ENSG00000136514,nucleus,4190201
64895,ENSG00000129521,cytoplasm,4110362
64908,ENSG00000126821,nucleus,3890461
64934,ENSG00000118655,nucleus,1470046
64939,ENSG00000197417,nucleus,2501436
64945,ENSG00000163947,cytoplasm,2960598
64958,ENSG00000084090,cytoplasm,3400037
64962,ENSG00000156127,nucleus,3140947
64972,ENSG00000136527,nucleus,3560003
64990,ENSG00000120093,nucleus,3730271
65000,ENSG00000101138,nucleus,3300091
65010,ENSG00000177614,nucleus,3410136
65019,ENSG00000159184,nucleus,3760673
65054,ENSG00000109787,nucleus,3730032
65061,ENSG00000100991,cytoplasm,3300103
65069,ENSG00000257949,nucleus,3470283
65080,ENSG00000182916,nucleus,3790175
65100,ENSG00000185883,cytoplasm,3790344
65162,ENSG00000115548,nucleus,2510098
65167,ENSG00000071894,nucleus,290077
65174,ENSG00000198856,nucleus,3000617
65294,ENSG00000170370,nucleus,4280098
65307,ENSG00000176182,nucleus,4280246
65308,ENSG00000177303,nucleus,3780170
65331,ENSG00000163866,cytoplasm,4250012
65334,ENSG00000246922,nucleus,4250003
65357,ENSG00000106829,nucleus,3750035
65370,ENSG00000075461,cytoplasm,3720265
65375,ENSG00000172922,nucleus,3780053
65398,ENSG00000184990,nucleus,3790321
65409,ENSG00000087299,cytoplasm,3920066
65419,ENSG00000077616,nucleus,3830088
65454,ENSG00000156689,cytoplasm,3950070
65517,ENSG00000082014,nucleus,4030078
65518,ENSG00000172888,nucleus,4040243
65520,ENSG00000164037,cytoplasm,3290217
65522,ENSG00000168802,nucleus,3761084
65537,ENSG00000122566,nucleus,4220102
65565,ENSG00000243317,cytoplasm,4280588
65606,ENSG00000256087,nucleus,4130130
65613,ENSG00000196074,nucleus,3310268
65618,ENSG00000156873,cytoplasm,3520067
65620,ENSG00000143365,nucleus,3610031
65626,ENSG00000005812,nucleus,3720039
65701,ENSG00000169083,cytoplasm,4280167
65705,ENSG00000168234,nucleus,4280114
65709,ENSG00000163159,nucleus,4280187
65720,ENSG00000235098,nucleus,4250016
65721,ENSG00000259120,nucleus,4250015
65730,ENSG00000174010,cytoplasm,4220542
65733,ENSG00000273173,nucleus,4280291
65761,ENSG00000109674,nucleus,3920129
65778,ENSG00000198912,nucleus,1850155
65779,ENSG00000204209,nucleus,680010
65785,ENSG00000174607,cytoplasm,2010097
65809,ENSG00000153015,nucleus,2260117
65815,ENSG00000136280,cytoplasm,2440481
65820,ENSG00000102935,nucleus,2250065
65868,ENSG00000099901,cytoplasm,3460386
65897,ENSG00000164362,nucleus,3141083
65930,ENSG00000103495,nucleus,3830038
65931,ENSG00000099901,cytoplasm,3870213
65946,ENSG00000155545,nucleus,2510083
65958,ENSG00000146285,nucleus,3830280
66031,ENSG00000164975,nucleus,3970288
66043,ENSG00000111678,nucleus,3070294
66070,ENSG00000238227,nucleus,4280485
66081,ENSG00000144827,cytoplasm,2880130
66090,ENSG00000145414,nucleus,3000320
66099,ENSG00000138029,cytoplasm,2920508
66105,ENSG00000123352,cytoplasm,3070328
66134,ENSG00000178202,nucleus,3050878
66137,ENSG00000179151,cytoplasm,3100484
66148,ENSG00000166816,cytoplasm,3160404
66181,ENSG00000167978,nucleus,4000245
66184,ENSG00000165632,nucleus,2250320
66195,ENSG00000171988,nucleus,2510151
66234,ENSG00000183337,nucleus,2810235
66292,ENSG00000074219,nucleus,3720256
66324,ENSG00000103510,nucleus,3870323
66370,ENSG00000149308,nucleus,3050372
66381,ENSG00000170144,nucleus,4220492
66432,ENSG00000123096,nucleus,4180649
66478,ENSG00000153531,nucleus,3090278
66482,ENSG00000088053,nucleus,3140211
66488,ENSG00000166963,cytoplasm,3100541
66506,ENSG00000197714,nucleus,4050427
66548,ENSG00000082684,cytoplasm,4160538
66549,ENSG00000068383,cytoplasm,4160516
66556,ENSG00000136997,nucleus,2760221
66567,ENSG00000157933,nucleus,4190644
66629,ENSG00000141448,nucleus,4290268
66693,ENSG00000184990,nucleus,4290750
66695,ENSG00000196263,nucleus,4290733
66697,ENSG00000185418,cytoplasm,4290741
66718,ENSG00000204392,nucleus,4290861
66745,ENSG00000186806,nucleus,4120299
66790,ENSG00000205683,nucleus,3790829
66822,ENSG00000104299,nucleus,2540088
66838,ENSG00000180938,nucleus,2540756
66881,ENSG00000153767,nucleus,640101
66899,ENSG00000136040,cytoplasm,2110183
66901,ENSG00000175592,nucleus,2760332
66947,ENSG00000169594,nucleus,3761076
66962,ENSG00000165495,nucleus,3760931
66979,ENSG00000254656,cytoplasm,3420606
66991,ENSG00000158402,nucleus,3760675
67008,ENSG00000151461,cytoplasm,3940212
67010,ENSG00000009954,nucleus,3720085
67015,ENSG00000198768,cytoplasm,3310326
67038,ENSG00000196196,nucleus,3920280
67049,ENSG00000186951,nucleus,3770085
67063,ENSG00000148308,nucleus,4030338
67104,ENSG00000104413,nucleus,2540667
67116,ENSG00000117360,nucleus,2550465
67117,ENSG00000092929,cytoplasm,2500096
67168,ENSG00000148400,nucleus,4290380
67178,ENSG00000180626,nucleus,3420496
67180,ENSG00000154262,nucleus,4200007
67181,ENSG00000155868,nucleus,4200022
67232,ENSG00000125910,cytoplasm,4290242
67239,ENSG00000162227,nucleus,4280077
67285,ENSG00000203760,nucleus,4290883
67329,ENSG00000258366,nucleus,4130150
67381,ENSG00000177479,nucleus,2250252
67383,ENSG00000131788,nucleus,2550714
67384,ENSG00000100151,cytoplasm,2800057
67394,ENSG00000119943,cytoplasm,3020199
67407,ENSG00000140400,nucleus,3100266
67437,ENSG00000110851,nucleus,4180129
67455,ENSG00000101216,nucleus,4161012
67487,ENSG00000164976,cytoplasm,2850455
67540,ENSG00000132522,nucleus,2500407
67575,ENSG00000071243,nucleus,3720203
67578,ENSG00000070444,nucleus,3720226
67581,ENSG00000221869,nucleus,3421001
67582,ENSG00000134046,nucleus,3730683
67629,ENSG00000105371,nucleus,3920016
67651,ENSG00000117616,nucleus,4030131
67679,ENSG00000163497,nucleus,3141059
67685,ENSG00000166265,nucleus,4000034
67695,ENSG00000214491,nucleus,4280301
67697,ENSG00000215397,nucleus,4280313
67699,ENSG00000214753,nucleus,4070051
67809,ENSG00000168505,nucleus,4280182
67814,ENSG00000143977,nucleus,4290346
67827,ENSG00000083454,cytoplasm,4160627
67878,ENSG00000119402,nucleus,4320522
67884,ENSG00000100938,nucleus,4320374
67892,ENSG00000174437,nucleus,4080080
67912,ENSG00000143919,nucleus,3400051
67937,ENSG00000245848,nucleus,4130147
67939,ENSG00000108510,nucleus,4200157
67952,ENSG00000105722,nucleus,4290096
68022,ENSG00000154144,nucleus,3950173
68030,ENSG00000168490,cytoplasm,4290506
68049,ENSG00000204839,nucleus,3790761
68104,ENSG00000154122,cytoplasm,4190630
68108,ENSG00000142632,nucleus,4290253
68117,ENSG00000122008,nucleus,4180584
68122,ENSG00000198730,nucleus,3790638
68156,ENSG00000108924,nucleus,3700117
68274,ENSG00000164742,cytoplasm,4220139
68288,ENSG00000254827,nucleus,4280793
68374,ENSG00000158859,nucleus,3760738
68400,ENSG00000198727,cytoplasm,3830552
68456,ENSG00000167986,nucleus,1470105
68537,ENSG00000121058,nucleus,2500286
68538,ENSG00000128513,nucleus,2440385
68559,ENSG00000204344,nucleus,2900014
68560,ENSG00000214706,nucleus,2330145
68569,ENSG00000184557,cytoplasm,2970117
68608,ENSG00000234284,nucleus,3600257
68650,ENSG00000127445,nucleus,4030125
68672,ENSG00000171462,nucleus,3761221
68751,ENSG00000156873,cytoplasm,3520064
68758,ENSG00000198355,cytoplasm,4050571
68792,ENSG00000078043,nucleus,3870003
68802,ENSG00000104973,nucleus,3720483
68812,ENSG00000235750,nucleus,4380073
68831,ENSG00000137807,nucleus,4190117
68898,ENSG00000100146,nucleus,4290069
68906,ENSG00000071894,nucleus,4200005
69000,ENSG00000135903,nucleus,3700342
69039,ENSG00000133997,nucleus,4290251
69047,ENSG00000143033,nucleus,4030228
69089,ENSG00000168495,nucleus,4000231
69102,ENSG00000147124,nucleus,3940023
69119,ENSG00000132773,nucleus,4180956
69156,ENSG00000115289,nucleus,4180203
69165,ENSG00000155760,nucleus,3760617
69303,ENSG00000145191,cytoplasm,2960388
69306,ENSG00000035928,nucleus,3000012
69322,ENSG00000112237,nucleus,4110239
69357,ENSG00000107077,nucleus,4220058
69375,ENSG00000122008,nucleus,4180585
69534,ENSG00000173421,nucleus,3460546
69543,ENSG00000198791,nucleus,3790635
69557,ENSG00000198736,nucleus,3190283
69560,ENSG00000127989,cytoplasm,590030
69667,ENSG00000169813,nucleus,4390114
69694,ENSG00000241484,nucleus,4291033
69708,ENSG00000087299,cytoplasm,3920065
69711,ENSG00000102908,nucleus,4220007
69713,ENSG00000205710,nucleus,3830574
69715,ENSG00000177479,nucleus,4040558
69732,ENSG00000153291,cytoplasm,3760572
69743,ENSG00000175463,nucleus,4390199
69752,ENSG00000113649,nucleus,4180246
69805,ENSG00000148308,nucleus,4030337
69806,ENSG00000162461,cytoplasm,4370250
69807,ENSG00000092330,nucleus,3570040
69808,ENSG00000113649,nucleus,4180247
69820,ENSG00000167105,nucleus,4370562
69823,ENSG00000158435,nucleus,4370273
70212,ENSG00000131408,nucleus,3700270
70314,ENSG00000105639,cytoplasm,4170006
70326,ENSG00000164902,nucleus,4030367
70381,ENSG00000162139,nucleus,3050578
70386,ENSG00000090857,cytoplasm,3160062
70403,ENSG00000105327,cytoplasm,4150076
70455,ENSG00000168918,cytoplasm,2850524
70505,ENSG00000081059,nucleus,3870051
70601,ENSG00000205683,nucleus,4120355
70642,ENSG00000162736,cytoplasm,3410184
70655,ENSG00000165071,cytoplasm,3970291
70695,ENSG00000111799,nucleus,4180186
70710,ENSG00000117614,nucleus,4180449
70713,ENSG00000119707,nucleus,4180454
70762,ENSG00000116830,cytoplasm,4180268
70764,ENSG00000115464,nucleus,4180396
70765,ENSG00000125869,cytoplasm,4180504
70793,ENSG00000120594,nucleus,4180613
70839,ENSG00000169297,nucleus,4090103
70916,ENSG00000164961,nucleus,3830334
70963,ENSG00000177479,nucleus,4040559
71014,ENSG00000135655,cytoplasm,4180863
71063,ENSG00000101331,nucleus,4160944
71075,ENSG00000133315,nucleus,3890691
71089,ENSG00000073969,cytoplasm,4160481
71127,ENSG00000185669,nucleus,4050241
71134,ENSG00000198855,nucleus,4050610
71155,ENSG00000108622,cytoplasm,4180002
71166,ENSG00000109381,nucleus,4180024
71168,ENSG00000180346,nucleus,3790070
71189,ENSG00000136514,nucleus,4370142
71210,ENSG00000108924,nucleus,4320570
71215,ENSG00000055208,cytoplasm,3860187
71230,ENSG00000198026,nucleus,4030526
71231,ENSG00000146587,nucleus,4030334
71248,ENSG00000099949,nucleus,4320234
71257,ENSG00000089094,nucleus,3570014
71285,ENSG00000012779,nucleus,3700058
71293,ENSG00000079277,nucleus,4420103
71308,ENSG00000120158,nucleus,2470170
71325,ENSG00000167967,nucleus,3761051
71396,ENSG00000196781,nucleus,4290881
71440,ENSG00000172888,nucleus,3420294
71495,ENSG00000111875,nucleus,3880337
71508,ENSG00000108854,nucleus,4030101
71515,ENSG00000204352,cytoplasm,4090183
71518,ENSG00000054967,nucleus,3920034
71575,ENSG00000157833,cytoplasm,3400255
71588,ENSG00000115380,cytoplasm,3700120
71715,ENSG00000186166,nucleus,3050996
71732,ENSG00000131196,nucleus,4180681
71802,ENSG00000168032,cytoplasm,4030253
71865,ENSG00000163867,nucleus,4190885
71879,ENSG00000164068,cytoplasm,3970166
71920,ENSG00000158050,nucleus,4430096
71955,ENSG00000168488,cytoplasm,3190095
72007,ENSG00000105321,cytoplasm,4110171
72136,ENSG00000126457,nucleus,3250181
72259,ENSG00000130751,nucleus,4110390
72273,ENSG00000011454,cytoplasm,3720073
72287,ENSG00000135643,cytoplasm,4110459
72290,ENSG00000181690,nucleus,4030505
72298,ENSG00000132664,nucleus,3310152
72371,ENSG00000124374,cytoplasm,3400046
72433,ENSG00000078699,nucleus,3720302
72532,ENSG00000127337,nucleus,4280032
72545,ENSG00000137404,nucleus,3390093
72588,ENSG00000103202,cytoplasm,2410002
72648,ENSG00000127922,cytoplasm,4420196
72651,ENSG00000198952,cytoplasm,4430204
72670,ENSG00000197769,cytoplasm,4090196
72697,ENSG00000173673,nucleus,4040244
72785,ENSG00000157259,nucleus,4190660
72923,ENSG00000143772,nucleus,2551132
72938,ENSG00000164089,nucleus,3000433
72977,ENSG00000167637,nucleus,3760678
73073,ENSG00000185869,nucleus,3280356
73086,ENSG00000115163,nucleus,3890121
73186,ENSG00000230510,cytoplasm,4430254
73258,ENSG00000170293,nucleus,4040063
73309,ENSG00000142528,nucleus,4190242
73489,ENSG00000167775,cytoplasm,4000198
73525,ENSG00000092929,cytoplasm,4060044
73703,ENSG00000203883,nucleus,4090199
73716,ENSG00000136944,nucleus,4090057
73724,ENSG00000197647,nucleus,4280286
73747,ENSG00000170425,cytoplasm,4040104
73758,ENSG00000163605,nucleus,2960494
73778,ENSG00000256294,nucleus,4430253
73824,ENSG00000185668,nucleus,4390515
73835,ENSG00000239382,nucleus,3280626
73876,ENSG00000023734,cytoplasm,2700015
73881,ENSG00000115942,nucleus,2920269
73899,ENSG00000136574,nucleus,3760002
73912,ENSG00000185522,cytoplasm,3790331
73926,ENSG00000144852,nucleus,3830287
73949,ENSG00000059145,cytoplasm,3720156
73972,ENSG00000157106,nucleus,2690039
73982,ENSG00000137404,nucleus,3390095
74026,ENSG00000179943,nucleus,4280189
74048,ENSG00000122592,nucleus,4440392
74089,ENSG00000165660,cytoplasm,3020562
74146,ENSG00000185634,cytoplasm,4420368
74151,ENSG00000170633,nucleus,4420246
74168,ENSG00000105819,cytoplasm,3140298
74192,ENSG00000155926,nucleus,4190671
74266,ENSG00000173261,nucleus,4420295
74325,ENSG00000109132,nucleus,3830151
74336,ENSG00000213780,nucleus,4420445
74367,ENSG00000106100,cytoplasm,3500027
74383,ENSG00000122873,cytoplasm,4440385
74408,ENSG00000065000,cytoplasm,4420026
74467,ENSG00000126353,cytoplasm,2700100
74504,ENSG00000116580,nucleus,2550339
74576,ENSG00000241043,cytoplasm,4280617
74625,ENSG00000168958,cytoplasm,4220377
74736,ENSG00000055609,nucleus,4160284
74911,ENSG00000120254,cytoplasm,2590138
74979,ENSG00000151623,nucleus,3760429
74996,ENSG00000125816,nucleus,4200078
75003,ENSG00000134595,nucleus,3730608
75042,ENSG00000138381,cytoplasm,2930013
75051,ENSG00000167792,cytoplasm,4220366
75090,ENSG00000089723,nucleus,4320249
75124,ENSG00000124459,nucleus,4290222
75134,ENSG00000169085,nucleus,3761046
75289,ENSG00000143575,cytoplasm,4290349
75505,ENSG00000124615,cytoplasm,2620003
75506,ENSG00000122966,cytoplasm,2330062
75648,ENSG00000212907,cytoplasm,3830650
75649,ENSG00000168411,nucleus,3190075
75650,ENSG00000133937,nucleus,4310055
75786,ENSG00000173200,cytoplasm,2960742
75905,ENSG00000120068,nucleus,4440269
75929,ENSG00000070413,nucleus,4320064
75932,ENSG00000163825,cytoplasm,4190772
76122,ENSG00000185565,cytoplasm,3790412
76162,ENSG00000117595,cytoplasm,3700166
76219,ENSG00000142669,nucleus,4370099
76253,ENSG00000135604,cytoplasm,4340167
76303,ENSG00000137727,cytoplasm,3050380
76359,ENSG00000167920,cytoplasm,4000263
76404,ENSG00000222009,cytoplasm,3410396
76422,ENSG00000143753,cytoplasm,3930254
76497,ENSG00000276234,nucleus,3720661
76501,ENSG00000198408,cytoplasm,3020857
76508,ENSG00000106009,nucleus,4060094
76772,ENSG00000136237,nucleus,3760017
76790,ENSG00000180992,cytoplasm,4040740
76986,ENSG00000174106,nucleus,4390249
77000,ENSG00000196233,nucleus,2860053
77030,ENSG00000110195,nucleus,4080036
77140,ENSG00000176438,nucleus,3780189
77249,ENSG00000006468,nucleus,4520064
77396,ENSG00000242114,cytoplasm,4210016
77414,ENSG00000102804,nucleus,4160920
77416,ENSG00000108179,cytoplasm,4320459
77435,ENSG00000197008,cytoplasm,4430175
77840,ENSG00000103089,nucleus,3720495
77849,ENSG00000132837,cytoplasm,3010179
77877,ENSG00000140600,cytoplasm,4290313
77892,ENSG00000179364,cytoplasm,4390315
77896,ENSG00000178127,cytoplasm,4460197
77906,ENSG00000205423,cytoplasm,4410209
77912,ENSG00000145287,cytoplasm,4450041
77993,ENSG00000170049,cytoplasm,4500085
78289,ENSG00000266472,cytoplasm,3790420
866,ENSG00000213463,cytoplasm,140707
866,ENSG00000258644,cytoplasm,140707
914,ENSG00000126945,nucleus,230385
914,ENSG00000169045,nucleus,230385
1648,ENSG00000067048,cytoplasm,232450
1648,ENSG00000215301,cytoplasm,232450
2561,ENSG00000173674,cytoplasm,240037
2561,ENSG00000198692,cytoplasm,240037
3064,ENSG00000213920,nucleus,141559
3064,ENSG00000255526,nucleus,141559
3173,ENSG00000146757,nucleus,340157
3173,ENSG00000173041,nucleus,340157
3203,ENSG00000169951,cytoplasm,340153
3203,ENSG00000169955,cytoplasm,340153
3881,ENSG00000167081,nucleus,400177
3881,ENSG00000185630,nucleus,400177
4099,ENSG00000038210,cytoplasm,650004
4099,ENSG00000281028,cytoplasm,650004
5726,ENSG00000168970,cytoplasm,1370182
5726,ENSG00000243789,cytoplasm,1370182
5812,ENSG00000122566,nucleus,260193
5812,ENSG00000135486,nucleus,260193
5812,ENSG00000170144,nucleus,260193
6312,ENSG00000240682,nucleus,1430088
6312,ENSG00000261796,nucleus,1430088
7420,ENSG00000250506,cytoplasm,1840046
7420,ENSG00000261408,cytoplasm,1840046
8467,ENSG00000011052,cytoplasm,1830001
8467,ENSG00000239672,cytoplasm,1830001
12836,ENSG00000170122,nucleus,1450759
12836,ENSG00000184492,nucleus,1450759
12836,ENSG00000184659,nucleus,1450759
12836,ENSG00000187559,nucleus,1450759
12836,ENSG00000204779,nucleus,1450759
12836,ENSG00000273514,nucleus,1450759
16995,ENSG00000240682,nucleus,1430087
16995,ENSG00000261796,nucleus,1430087
22853,ENSG00000262660,cytoplasm,2501285
22853,ENSG00000262814,cytoplasm,2501285
23043,ENSG00000262660,cytoplasm,2501286
23043,ENSG00000262814,cytoplasm,2501286
24457,ENSG00000161939,nucleus,2500705
24457,ENSG00000258315,nucleus,2500705
28086,ENSG00000142789,cytoplasm,2550939
28086,ENSG00000219073,cytoplasm,2550939
30902,ENSG00000205323,nucleus,2820081
30902,ENSG00000257390,nucleus,2820081
34583,ENSG00000160783,nucleus,2551319
34583,ENSG00000260238,nucleus,2551319
34745,ENSG00000090889,nucleus,2740005
34745,ENSG00000226650,nucleus,2740005
36422,ENSG00000091009,nucleus,3010220
36422,ENSG00000275740,nucleus,3010220
36565,ENSG00000015479,nucleus,3010003
36565,ENSG00000280987,nucleus,3010003
38873,ENSG00000151366,cytoplasm,3050522
38873,ENSG00000259112,cytoplasm,3050522
38925,ENSG00000104818,cytoplasm,3200028
38925,ENSG00000104826,cytoplasm,3200028
38925,ENSG00000104827,cytoplasm,3200028
38925,ENSG00000189052,cytoplasm,3200028
38925,ENSG00000196337,cytoplasm,3200028
38925,ENSG00000213030,cytoplasm,3200028
38925,ENSG00000267335,cytoplasm,3200028
38925,ENSG00000267631,cytoplasm,3200028
38934,ENSG00000104818,cytoplasm,3200027
38934,ENSG00000104826,cytoplasm,3200027
38934,ENSG00000104827,cytoplasm,3200027
38934,ENSG00000189052,cytoplasm,3200027
38934,ENSG00000196337,cytoplasm,3200027
38934,ENSG00000213030,cytoplasm,3200027
38934,ENSG00000267631,cytoplasm,3200027
41580,ENSG00000188051,nucleus,3280425
41580,ENSG00000269035,nucleus,3280425
42122,ENSG00000074211,cytoplasm,3230052
42122,ENSG00000156475,cytoplasm,3230052
42122,ENSG00000175470,cytoplasm,3230052
42122,ENSG00000221914,cytoplasm,3230052
42125,ENSG00000173480,nucleus,3230038
42125,ENSG00000198466,nucleus,3230038
42528,ENSG00000171314,nucleus,3260227
42528,ENSG00000226784,nucleus,3260227
42715,ENSG00000146066,cytoplasm,3260046
42715,ENSG00000175202,cytoplasm,3260046
43069,ENSG00000153936,cytoplasm,3410212
43069,ENSG00000267561,cytoplasm,3410212
43131,ENSG00000167131,cytoplasm,3460459
43131,ENSG00000214447,cytoplasm,3460459
43705,ENSG00000119673,cytoplasm,3340276
43705,ENSG00000184227,cytoplasm,3340276
43789,ENSG00000198205,nucleus,3340321
43789,ENSG00000198455,nucleus,3340321
44629,ENSG00000167283,cytoplasm,3050646
44629,ENSG00000249222,cytoplasm,3050646
44737,ENSG00000198354,cytoplasm,3290135
44737,ENSG00000198889,cytoplasm,3290135
44833,ENSG00000160201,nucleus,3500220
44833,ENSG00000275895,nucleus,3500220
44839,ENSG00000148672,cytoplasm,3290081
44839,ENSG00000182890,cytoplasm,3290081
45246,ENSG00000264230,nucleus,3340109
45246,ENSG00000265190,nucleus,3340109
45380,ENSG00000169627,nucleus,3480037
45380,ENSG00000183336,nucleus,3480037
45423,ENSG00000070756,cytoplasm,3390015
45423,ENSG00000151846,cytoplasm,3390015
46388,ENSG00000122696,cytoplasm,3340078
46388,ENSG00000141437,cytoplasm,3340078
46835,ENSG00000005022,cytoplasm,3260092
46835,ENSG00000151475,cytoplasm,3260092
46835,ENSG00000151729,cytoplasm,3260092
46835,ENSG00000169100,cytoplasm,3260092
46876,ENSG00000168961,cytoplasm,3340180
46876,ENSG00000170298,cytoplasm,3340180
46876,ENSG00000171916,cytoplasm,3340180
46970,ENSG00000005075,nucleus,3290005
46970,ENSG00000168255,nucleus,3290005
46970,ENSG00000228049,nucleus,3290005
46970,ENSG00000270249,nucleus,3290005
47001,ENSG00000145736,nucleus,3340128
47001,ENSG00000183474,nucleus,3340128
47027,ENSG00000122824,cytoplasm,3340048
47027,ENSG00000173598,cytoplasm,3340048
47027,ENSG00000196368,cytoplasm,3340048
47027,ENSG00000270800,cytoplasm,3340048
47027,ENSG00000272325,cytoplasm,3340048
47038,ENSG00000132207,nucleus,3480013
47038,ENSG00000181625,nucleus,3480013
47097,ENSG00000184110,cytoplasm,3480047
47097,ENSG00000205609,cytoplasm,3480047
47451,ENSG00000264230,nucleus,3340108
47451,ENSG00000265190,nucleus,3340108
47457,ENSG00000171931,nucleus,3340257
47457,ENSG00000241322,nucleus,3340257
47590,ENSG00000164053,nucleus,1470094
47590,ENSG00000282827,nucleus,1470094
47679,ENSG00000106246,cytoplasm,2440251
47679,ENSG00000248919,cytoplasm,2440251
47843,ENSG00000146755,cytoplasm,3340093
47843,ENSG00000155428,cytoplasm,3340093
47843,ENSG00000178809,cytoplasm,3340093
47845,ENSG00000171291,nucleus,3340185
47845,ENSG00000171295,nucleus,3340185
47845,ENSG00000196757,nucleus,3340185
47845,ENSG00000197054,nucleus,3340185
47845,ENSG00000198429,nucleus,3340185
47845,ENSG00000267179,nucleus,3340185
48064,ENSG00000177688,nucleus,3230037
48064,ENSG00000184900,nucleus,3230037
48064,ENSG00000188612,nucleus,3230037
48084,ENSG00000124614,cytoplasm,3360174
48084,ENSG00000270800,cytoplasm,3360174
48320,ENSG00000128250,nucleus,3430018
48320,ENSG00000128253,nucleus,3430018
48320,ENSG00000128276,nucleus,3430018
48652,ENSG00000134184,cytoplasm,3260031
48652,ENSG00000134201,cytoplasm,3260031
48652,ENSG00000168765,cytoplasm,3260031
49495,ENSG00000184110,cytoplasm,3480049
49495,ENSG00000205609,cytoplasm,3480049
49817,ENSG00000146707,nucleus,3540062
49817,ENSG00000196313,nucleus,3540062
49817,ENSG00000272391,nucleus,3540062
49949,ENSG00000132141,cytoplasm,3320055
49949,ENSG00000146731,cytoplasm,3320055
50196,ENSG00000105402,cytoplasm,3200061
50196,ENSG00000125814,cytoplasm,3200061
51027,ENSG00000214652,nucleus,3600275
51027,ENSG00000234444,nucleus,3600275
51120,ENSG00000204599,cytoplasm,3390109
51120,ENSG00000248167,cytoplasm,3390109
51324,ENSG00000112079,cytoplasm,3770038
51324,ENSG00000211455,cytoplasm,3770038
51334,ENSG00000113712,cytoplasm,3770024
51334,ENSG00000180138,cytoplasm,3770024
51465,ENSG00000178700,cytoplasm,3290201
51465,ENSG00000228716,cytoplasm,3290201
51631,ENSG00000146963,nucleus,2850371
51631,ENSG00000269955,nucleus,2850371
